id,customer_id,campaign_id,paid_at_date_id,paid_at_time,amount,currency,payment_method,payment_status,transaction_id
114,209,7.0,184,07:03:40,399836.52,ARS,bank_transfer,captured,TX-200114
115,46,6.0,226,14:19:15,430874.52,ARS,bank_transfer,captured,TX-200115
116,210,11.0,,,79442.87,ARS,mercado_pago,authorized,TX-200116
117,96,12.0,236,23:25:10,144274.42,ARS,debit_card,captured,TX-200117
118,179,,212,07:21:55,533656.62,ARS,gift_card,captured,TX-200118
119,225,,206,23:12:24,1042953.25,ARS,mercado_pago,captured,TX-200119
120,239,11.0,153,06:07:52,539893.93,ARS,debit_card,captured,TX-200120
121,32,,,,127506.78,ARS,gift_card,authorized,TX-200121
122,134,,220,10:40:43,1248502.24,ARS,mercado_pago,captured,TX-200122
123,223,,170,08:56:05,291839.23,ARS,gift_card,captured,TX-200123
124,169,3.0,192,14:06:23,377308.86,ARS,mercado_pago,captured,TX-200124
125,122,3.0,223,00:04:00,507846.44,ARS,gift_card,captured,TX-200125
126,109,7.0,238,23:35:55,450361.21,ARS,mercado_pago,captured,TX-200126
127,141,12.0,241,16:14:12,777699.76,ARS,debit_card,captured,TX-200127
128,78,11.0,225,19:00:30,983046.45,ARS,debit_card,captured,TX-200128
129,153,5.0,202,11:58:33,468139.02,ARS,bank_transfer,captured,TX-200129
130,33,,246,15:34:12,419122.65,ARS,gift_card,captured,TX-200130
131,114,4.0,241,06:23:37,876727.01,ARS,debit_card,captured,TX-200131
132,247,,,,30202.45,ARS,mercado_pago,authorized,TX-200132
133,3,2.0,182,05:47:08,141977.62,ARS,bank_transfer,captured,TX-200133
134,222,8.0,230,03:36:24,93203.15,ARS,gift_card,captured,TX-200134
135,91,12.0,188,03:34:28,588577.11,ARS,credit_card,captured,TX-200135
136,104,2.0,153,13:28:22,986887.19,ARS,gift_card,captured,TX-200136
137,55,2.0,227,05:19:52,195839.1,ARS,bank_transfer,captured,TX-200137
138,55,2.0,227,07:56:52,451870.28,ARS,mercado_pago,captured,TX-200138
139,94,11.0,221,06:48:41,84094.67,ARS,credit_card,captured,TX-200139
140,94,11.0,221,08:34:41,56335.44,ARS,mercado_pago,captured,TX-200140
141,237,,,,285668.79,ARS,bank_transfer,authorized,TX-200141
142,123,8.0,163,06:37:03,406795.82,ARS,debit_card,captured,TX-200142
143,181,2.0,217,15:14:58,529662.19,ARS,mercado_pago,captured,TX-200143
144,108,6.0,160,00:37:02,119816.43,ARS,bank_transfer,captured,TX-200144
145,48,9.0,200,11:10:15,381247.44,ARS,gift_card,captured,TX-200145
146,115,3.0,161,18:34:44,569892.58,ARS,bank_transfer,captured,TX-200146
147,67,,190,23:46:34,19152.15,ARS,mercado_pago,captured,TX-200147
148,67,,191,02:09:34,34158.46,ARS,debit_card,captured,TX-200148
149,248,8.0,157,18:33:56,453630.73,ARS,bank_transfer,captured,TX-200149
150,162,10.0,184,06:47:52,535141.76,ARS,debit_card,captured,TX-200150
151,227,6.0,242,02:07:48,123173.32,ARS,credit_card,captured,TX-200151
152,227,6.0,242,05:25:48,118006.57,ARS,gift_card,captured,TX-200152
153,36,11.0,208,21:56:23,192554.32,ARS,gift_card,captured,TX-200153
154,36,11.0,208,22:53:23,413323.78,ARS,mercado_pago,captured,TX-200154
155,160,9.0,167,23:52:12,563551.66,ARS,credit_card,captured,TX-200155
156,137,12.0,184,10:00:13,211771.05,ARS,debit_card,captured,TX-200156
157,36,,195,21:09:52,44016.58,ARS,debit_card,captured,TX-200157
158,103,2.0,178,00:21:47,322931.38,ARS,debit_card,captured,TX-200158
159,50,9.0,,,535651.05,ARS,debit_card,authorized,TX-200159
160,25,9.0,217,17:40:38,46084.95,ARS,credit_card,captured,TX-200160
161,25,9.0,217,19:43:38,34349.61,ARS,gift_card,captured,TX-200161
162,117,,189,15:52:44,30741.74,ARS,mercado_pago,captured,TX-200162
163,117,,189,18:08:44,19755.86,ARS,bank_transfer,captured,TX-200163
164,225,2.0,234,23:04:38,392056.14,ARS,credit_card,captured,TX-200164
165,55,11.0,,,220662.82,ARS,bank_transfer,authorized,TX-200165
166,55,,156,06:23:53,651718.74,ARS,bank_transfer,captured,TX-200166
167,229,7.0,160,01:21:56,1357888.66,ARS,gift_card,captured,TX-200167
168,51,,229,09:26:47,623853.95,ARS,bank_transfer,captured,TX-200168
169,167,11.0,199,13:49:25,895416.05,ARS,bank_transfer,captured,TX-200169
170,58,11.0,167,18:07:12,1164667.39,ARS,mercado_pago,captured,TX-200170
171,165,,226,12:37:23,117249.29,ARS,credit_card,captured,TX-200171
172,71,,232,16:50:33,108914.57,ARS,debit_card,captured,TX-200172
173,71,,232,17:34:33,154810.54,ARS,credit_card,captured,TX-200173
174,167,8.0,216,13:52:35,784163.84,ARS,bank_transfer,captured,TX-200174
175,212,8.0,167,23:33:00,103633.99,ARS,credit_card,captured,TX-200175
176,212,8.0,168,01:27:00,138821.19,ARS,mercado_pago,captured,TX-200176
177,17,11.0,182,01:11:49,488805.01,ARS,bank_transfer,captured,TX-200177
178,13,11.0,189,09:20:12,309195.71,ARS,debit_card,captured,TX-200178
179,71,7.0,203,18:54:15,880644.17,ARS,gift_card,captured,TX-200179
180,29,3.0,163,02:36:07,474687.44,ARS,gift_card,captured,TX-200180
181,220,8.0,194,02:31:49,219564.83,ARS,gift_card,captured,TX-200181
182,31,3.0,181,12:29:02,248167.32,ARS,debit_card,captured,TX-200182
183,31,3.0,181,17:05:02,412238.82,ARS,mercado_pago,captured,TX-200183
184,175,3.0,166,16:59:40,41673.91,ARS,mercado_pago,captured,TX-200184
185,190,9.0,242,19:41:16,96296.97,ARS,bank_transfer,captured,TX-200185
186,190,9.0,242,22:37:16,219333.61,ARS,gift_card,captured,TX-200186
187,50,10.0,190,17:49:27,598885.11,ARS,gift_card,captured,TX-200187
188,117,1.0,229,12:29:38,230801.72,ARS,credit_card,captured,TX-200188
189,202,,247,09:51:17,327641.66,ARS,mercado_pago,refunded,TX-200189
190,103,1.0,193,03:44:15,610551.7,ARS,mercado_pago,captured,TX-200190
191,246,10.0,,,248898.77,ARS,debit_card,authorized,TX-200191
192,32,,219,07:14:54,300402.11,ARS,gift_card,captured,TX-200192
193,32,,219,11:45:54,700890.57,ARS,credit_card,captured,TX-200193
194,38,,238,22:45:46,144617.96,ARS,credit_card,captured,TX-200194
195,71,10.0,168,01:53:32,159212.25,ARS,debit_card,captured,TX-200195
196,71,10.0,168,05:52:32,80990.88,ARS,bank_transfer,captured,TX-200196
197,220,,244,10:07:00,211990.87,ARS,credit_card,captured,TX-200197
198,247,,176,00:58:22,260600.75,ARS,debit_card,captured,TX-200198
199,30,,164,16:04:32,148186.35,ARS,bank_transfer,captured,TX-200199
200,30,,164,18:04:32,221357.54,ARS,mercado_pago,captured,TX-200200
201,128,6.0,226,03:14:53,608044.22,ARS,debit_card,captured,TX-200201
202,80,,224,03:02:12,855571.14,ARS,mercado_pago,captured,TX-200202
203,27,3.0,183,00:40:40,260673.54,ARS,credit_card,captured,TX-200203
204,75,4.0,215,02:56:30,30023.55,ARS,mercado_pago,captured,TX-200204
205,60,7.0,178,09:28:08,288422.16,ARS,gift_card,captured,TX-200205
206,237,,229,15:53:02,371846.87,ARS,credit_card,captured,TX-200206
207,198,7.0,203,19:24:20,586515.99,ARS,debit_card,captured,TX-200207
208,197,7.0,215,09:37:55,71765.3,ARS,bank_transfer,captured,TX-200208
209,197,7.0,215,10:03:55,70997.89,ARS,mercado_pago,captured,TX-200209
210,67,7.0,,,76049.21,ARS,gift_card,authorized,TX-200210
211,183,8.0,201,08:12:53,108280.98,ARS,debit_card,captured,TX-200211
212,249,2.0,211,00:55:29,618901.11,ARS,debit_card,captured,TX-200212
213,31,12.0,222,21:06:25,156805.06,ARS,credit_card,captured,TX-200213
214,91,6.0,225,18:47:25,997005.89,ARS,bank_transfer,captured,TX-200214
215,242,1.0,217,19:25:10,41295.44,ARS,bank_transfer,captured,TX-200215
216,209,,189,01:56:24,524926.52,ARS,mercado_pago,captured,TX-200216
217,73,,218,19:35:38,695783.53,ARS,credit_card,captured,TX-200217
218,243,1.0,230,05:41:50,416458.92,ARS,debit_card,captured,TX-200218
219,169,,183,20:38:08,970360.48,ARS,bank_transfer,captured,TX-200219
220,198,7.0,194,06:58:20,748625.96,ARS,debit_card,captured,TX-200220
221,200,1.0,232,17:14:12,305987.39,ARS,gift_card,captured,TX-200221
222,129,11.0,159,09:42:51,303342.66,ARS,mercado_pago,captured,TX-200222
223,129,11.0,159,10:26:51,205442.01,ARS,credit_card,captured,TX-200223
224,68,11.0,209,00:23:17,719760.16,ARS,bank_transfer,captured,TX-200224
225,244,9.0,244,22:56:35,518977.89,ARS,credit_card,captured,TX-200225
226,244,9.0,245,03:48:35,421258.15,ARS,gift_card,captured,TX-200226
227,69,5.0,215,05:51:51,1052018.07,ARS,credit_card,captured,TX-200227
228,70,7.0,201,20:31:39,385115.55,ARS,mercado_pago,captured,TX-200228
229,25,,161,14:45:16,267691.23,ARS,bank_transfer,captured,TX-200229
230,36,11.0,214,09:54:32,397608.94,ARS,gift_card,captured,TX-200230
231,222,8.0,240,08:35:49,702298.15,ARS,mercado_pago,captured,TX-200231
232,222,8.0,240,11:48:49,611697.21,ARS,credit_card,captured,TX-200232
233,72,5.0,154,20:06:43,147848.13,ARS,gift_card,captured,TX-200233
234,72,5.0,154,22:27:43,86824.36,ARS,debit_card,captured,TX-200234
235,236,,164,14:45:34,193514.75,ARS,debit_card,captured,TX-200235
236,14,,175,12:09:24,48620.6,ARS,bank_transfer,captured,TX-200236
237,14,,175,13:01:24,67704.16,ARS,mercado_pago,captured,TX-200237
238,96,11.0,158,17:44:13,124875.58,ARS,mercado_pago,captured,TX-200238
239,249,5.0,218,23:55:36,609901.19,ARS,debit_card,captured,TX-200239
240,249,5.0,219,02:50:36,275333.61,ARS,gift_card,captured,TX-200240
241,103,7.0,240,14:27:32,528434.6,ARS,credit_card,captured,TX-200241
242,133,1.0,165,05:36:28,13455.28,ARS,bank_transfer,captured,TX-200242
243,195,11.0,163,15:28:31,139200.58,ARS,bank_transfer,captured,TX-200243
244,195,11.0,163,15:57:31,83472.59,ARS,gift_card,captured,TX-200244
245,153,,159,06:20:34,714231.86,ARS,debit_card,captured,TX-200245
246,66,,207,11:14:20,367371.62,ARS,bank_transfer,captured,TX-200246
247,58,2.0,181,22:19:12,1199188.32,ARS,mercado_pago,captured,TX-200247
248,34,10.0,168,07:31:51,649900.34,ARS,gift_card,captured,TX-200248
249,1,,237,12:16:19,132916.97,ARS,bank_transfer,captured,TX-200249
250,131,6.0,173,19:40:00,161227.47,ARS,bank_transfer,captured,TX-200250
251,213,3.0,245,14:37:31,313671.51,ARS,bank_transfer,captured,TX-200251
252,213,3.0,245,16:57:31,475980.61,ARS,debit_card,captured,TX-200252
253,118,10.0,188,07:28:04,450498.66,ARS,debit_card,captured,TX-200253
254,38,2.0,218,16:49:00,323244.31,ARS,bank_transfer,captured,TX-200254
255,243,,193,05:30:57,628359.48,ARS,gift_card,captured,TX-200255
256,230,,200,20:11:44,845481.22,ARS,mercado_pago,captured,TX-200256
257,138,2.0,233,15:39:35,350210.59,ARS,debit_card,captured,TX-200257
258,149,10.0,169,08:06:57,493842.58,ARS,mercado_pago,captured,TX-200258
259,173,8.0,,,274441.94,ARS,bank_transfer,authorized,TX-200259
260,147,,179,03:25:35,368206.89,ARS,bank_transfer,captured,TX-200260
261,121,7.0,191,20:09:01,372738.18,ARS,mercado_pago,captured,TX-200261
262,5,5.0,244,11:19:05,620369.76,ARS,gift_card,captured,TX-200262
263,63,,215,09:35:17,571586.83,ARS,bank_transfer,captured,TX-200263
264,226,,205,13:31:33,238269.21,ARS,gift_card,captured,TX-200264
265,210,,171,01:28:33,603645.8,ARS,mercado_pago,captured,TX-200265
266,73,8.0,162,17:34:55,135308.81,ARS,credit_card,captured,TX-200266
267,148,8.0,,,138649.98,ARS,gift_card,authorized,TX-200267
268,168,5.0,225,16:54:44,293896.61,ARS,credit_card,captured,TX-200268
269,223,4.0,210,18:58:01,300845.86,ARS,gift_card,captured,TX-200269
270,223,4.0,210,21:45:01,306134.64,ARS,mercado_pago,captured,TX-200270
271,93,,167,05:38:13,24026.72,ARS,mercado_pago,captured,TX-200271
272,59,,203,11:09:42,215587.88,ARS,debit_card,captured,TX-200272
273,59,,203,12:19:42,121813.34,ARS,credit_card,captured,TX-200273
274,135,6.0,155,18:41:40,371606.02,ARS,gift_card,captured,TX-200274
275,80,,185,09:40:03,399909.55,ARS,debit_card,captured,TX-200275
276,109,,228,15:14:45,647153.46,ARS,mercado_pago,captured,TX-200276
277,172,,185,18:17:52,476568.13,ARS,mercado_pago,captured,TX-200277
278,200,,221,01:06:58,211940.29,ARS,gift_card,captured,TX-200278
279,249,,213,03:43:14,248842.37,ARS,gift_card,captured,TX-200279
280,32,4.0,172,23:01:46,688200.66,ARS,bank_transfer,captured,TX-200280
281,157,,197,21:54:25,318337.35,ARS,debit_card,captured,TX-200281
282,200,11.0,226,19:40:59,1188615.16,ARS,credit_card,captured,TX-200282
283,117,9.0,242,12:31:35,562980.49,ARS,gift_card,captured,TX-200283
284,200,5.0,165,05:09:07,913421.59,ARS,debit_card,captured,TX-200284
285,212,1.0,172,14:58:05,140016.45,ARS,debit_card,captured,TX-200285
286,204,9.0,186,23:42:13,328549.33,ARS,gift_card,captured,TX-200286
287,245,,,,43125.61,ARS,credit_card,authorized,TX-200287
288,243,,216,06:41:09,386674.65,ARS,gift_card,captured,TX-200288
289,167,10.0,196,05:14:39,36784.57,ARS,bank_transfer,captured,TX-200289
290,143,2.0,166,00:08:07,165817.75,ARS,credit_card,captured,TX-200290
291,10,,194,05:36:38,96621.91,ARS,debit_card,captured,TX-200291
292,10,,194,08:33:38,187653.3,ARS,gift_card,captured,TX-200292
293,26,1.0,195,20:11:59,117399.37,ARS,credit_card,captured,TX-200293
294,26,1.0,196,01:03:59,261878.84,ARS,mercado_pago,captured,TX-200294
295,13,9.0,200,15:34:45,330210.75,ARS,gift_card,captured,TX-200295
296,26,12.0,180,13:39:43,60019.07,ARS,credit_card,captured,TX-200296
297,26,12.0,180,13:46:43,72591.77,ARS,mercado_pago,captured,TX-200297
298,105,,206,23:43:51,349293.8,ARS,credit_card,captured,TX-200298
299,105,,207,00:47:51,257329.94,ARS,gift_card,captured,TX-200299
300,217,10.0,220,01:17:58,361376.56,ARS,debit_card,captured,TX-200300
301,197,5.0,193,00:35:35,190718.12,ARS,debit_card,captured,TX-200301
302,176,3.0,221,06:38:08,133631.58,ARS,credit_card,captured,TX-200302
303,176,3.0,221,11:33:08,309784.49,ARS,bank_transfer,captured,TX-200303
304,236,,199,05:08:59,130282.44,ARS,credit_card,captured,TX-200304
305,96,7.0,172,08:07:14,382775.51,ARS,gift_card,captured,TX-200305
306,142,4.0,219,14:43:14,135478.35,ARS,gift_card,captured,TX-200306
307,85,1.0,199,17:23:28,783337.07,ARS,debit_card,captured,TX-200307
308,231,,168,01:22:50,450821.58,ARS,bank_transfer,captured,TX-200308
309,231,,168,02:54:50,545734.23,ARS,gift_card,captured,TX-200309
310,239,11.0,177,13:17:12,311582.32,ARS,credit_card,captured,TX-200310
311,207,9.0,166,20:50:15,296911.71,ARS,debit_card,captured,TX-200311
312,155,5.0,239,20:32:49,14041.97,ARS,mercado_pago,captured,TX-200312
313,136,,239,20:09:46,528036.91,ARS,bank_transfer,captured,TX-200313
314,11,9.0,212,07:48:35,534734.0,ARS,credit_card,captured,TX-200314
315,111,,174,11:44:36,119373.66,ARS,gift_card,captured,TX-200315
316,249,4.0,230,21:37:46,446227.67,ARS,debit_card,captured,TX-200316
317,212,10.0,189,07:39:07,1004430.91,ARS,mercado_pago,captured,TX-200317
318,195,7.0,,,744354.95,ARS,gift_card,authorized,TX-200318
319,97,1.0,235,04:47:32,1422887.39,ARS,credit_card,captured,TX-200319
320,209,4.0,167,14:29:37,199482.6,ARS,credit_card,captured,TX-200320
321,41,6.0,186,22:10:41,418387.47,ARS,gift_card,captured,TX-200321
322,41,6.0,186,23:59:41,354476.07,ARS,bank_transfer,captured,TX-200322
323,131,2.0,180,04:35:13,486694.23,ARS,bank_transfer,captured,TX-200323
324,20,,157,13:32:49,89452.61,ARS,gift_card,captured,TX-200324
325,191,,213,13:21:22,128932.28,ARS,gift_card,captured,TX-200325
326,185,,189,00:53:19,540323.06,ARS,bank_transfer,captured,TX-200326
327,209,12.0,207,06:07:09,766722.0,ARS,debit_card,captured,TX-200327
328,190,4.0,197,16:48:37,415382.0,ARS,gift_card,captured,TX-200328
329,62,12.0,178,23:43:56,177325.34,ARS,debit_card,captured,TX-200329
330,126,,196,05:07:48,792488.44,ARS,bank_transfer,captured,TX-200330
331,25,2.0,227,17:01:40,1033509.94,ARS,bank_transfer,captured,TX-200331
332,88,,208,08:13:36,58816.6,ARS,mercado_pago,captured,TX-200332
333,135,7.0,168,04:14:29,1220828.85,ARS,debit_card,captured,TX-200333
334,192,,,,202842.23,ARS,mercado_pago,authorized,TX-200334
335,221,10.0,177,02:17:07,655875.62,ARS,credit_card,captured,TX-200335
336,123,12.0,233,09:43:35,206554.37,ARS,gift_card,captured,TX-200336
337,144,6.0,166,11:49:42,629787.67,ARS,mercado_pago,captured,TX-200337
338,183,9.0,213,00:10:51,916138.6,ARS,mercado_pago,captured,TX-200338
339,63,,187,05:41:13,431842.33,ARS,bank_transfer,captured,TX-200339
340,63,,187,10:27:13,209207.32,ARS,gift_card,captured,TX-200340
341,138,7.0,,,309476.01,ARS,mercado_pago,authorized,TX-200341
342,159,,199,10:36:20,225467.89,ARS,gift_card,captured,TX-200342
343,60,2.0,206,12:10:13,564152.19,ARS,bank_transfer,captured,TX-200343
344,240,,162,15:27:56,93110.95,ARS,bank_transfer,captured,TX-200344
345,72,5.0,191,13:04:00,91967.03,ARS,debit_card,captured,TX-200345
346,61,,178,20:56:28,150843.36,ARS,bank_transfer,captured,TX-200346
347,119,6.0,242,22:00:01,290991.8,ARS,bank_transfer,captured,TX-200347
348,119,6.0,243,02:46:01,309847.23,ARS,gift_card,captured,TX-200348
349,30,12.0,190,16:36:11,171774.82,ARS,debit_card,captured,TX-200349
350,167,8.0,172,12:35:46,157940.3,ARS,debit_card,captured,TX-200350
351,243,6.0,166,08:45:21,296474.55,ARS,gift_card,captured,TX-200351
352,160,,161,12:49:23,57269.57,ARS,gift_card,captured,TX-200352
353,160,,161,14:12:23,36350.51,ARS,credit_card,captured,TX-200353
354,183,10.0,234,14:43:30,87756.51,ARS,debit_card,captured,TX-200354
355,183,10.0,234,18:22:30,120610.03,ARS,gift_card,captured,TX-200355
356,208,,202,12:04:23,905198.5,ARS,gift_card,captured,TX-200356
357,232,,242,16:44:28,561340.03,ARS,credit_card,captured,TX-200357
358,206,4.0,229,07:54:39,1000364.83,ARS,credit_card,captured,TX-200358
359,216,9.0,243,08:00:25,99696.11,ARS,credit_card,captured,TX-200359
