id,product_id,customer_id,campaign_id,line_number,quantity,unit_price,discount_amount,tax_amount
80,1,214,8,1,1,112524.82,5626.24,22448.7
81,38,96,,1,2,102110.27,14295.44,39884.27
82,4,177,,1,1,54336.32,5433.63,10269.56
83,73,177,,2,2,5854.93,819.69,2286.94
84,107,40,4,1,2,68677.25,0.0,28844.44
85,51,109,1,1,1,131464.18,0.0,27607.48
86,32,233,9,1,3,130374.31,7822.46,80493.1
87,91,24,4,1,1,98655.92,9865.59,18645.97
88,62,24,4,2,3,46149.03,13844.71,26166.5
89,18,24,4,3,1,131225.19,13122.52,24801.56
90,127,195,8,1,2,131495.54,31558.93,48600.75
91,74,195,8,2,3,36816.14,13253.81,20410.87
92,49,80,10,1,1,146549.87,10258.49,28621.19
93,95,80,10,2,1,112097.67,0.0,23540.51
94,126,80,10,3,3,95372.61,0.0,60084.74
95,102,80,10,4,2,142400.58,28480.12,53827.42
96,149,153,11,1,3,62730.25,9409.54,37544.05
97,103,153,11,2,2,30202.96,4228.41,11797.28
98,104,153,11,3,2,9732.78,1946.56,3678.99
99,7,161,6,1,1,11644.54,815.12,2274.18
100,84,161,6,2,1,120452.95,6022.65,24030.36
101,25,161,6,3,1,15294.0,1835.28,2826.33
102,134,161,6,4,2,71241.19,9973.77,27826.81
103,99,140,1,1,2,41609.37,4160.94,16602.14
104,35,143,8,1,2,13288.96,3189.35,4911.6
105,100,143,8,2,2,27000.42,0.0,11340.18
106,146,143,8,3,3,70778.34,14863.45,41469.03
107,142,143,8,4,3,119648.89,35894.67,67840.92
108,61,89,9,1,3,69058.97,10358.85,41331.79
109,22,89,9,2,3,142293.06,0.0,89644.63
110,20,43,8,1,3,21220.82,1273.25,13101.73
111,74,43,8,2,2,36816.14,0.0,15462.78
112,77,43,8,3,3,35690.74,7495.06,20911.2
113,58,43,8,4,3,78532.76,28271.79,43538.56
114,130,146,11,1,2,56977.18,7976.81,22255.29
115,139,146,11,2,2,113384.73,4535.39,46669.15
116,107,146,11,3,2,68677.25,6867.73,27402.22
117,82,62,4,1,1,144884.51,17386.14,26774.66
118,53,62,4,2,2,55916.19,5591.62,22310.56
119,74,62,4,3,3,36816.14,2208.97,22730.28
120,66,62,4,4,3,30503.57,9151.07,17295.52
121,17,201,1,1,2,21175.07,2117.51,8448.85
122,24,201,1,2,2,40946.31,9827.11,15133.76
123,36,201,1,3,1,14935.59,0.0,3136.47
124,81,213,7,1,2,72429.93,14485.99,27378.51
125,14,184,8,1,3,36801.51,13248.54,20402.76
126,121,226,,1,3,130462.79,27397.19,76438.15
127,86,226,,2,3,107559.75,22587.55,63019.26
128,26,226,,3,1,102001.78,12240.21,18849.93
129,67,226,,4,3,71186.96,0.0,44847.78
130,35,176,10,1,2,13288.96,531.56,5469.74
131,84,176,10,2,2,120452.95,4818.12,49578.43
132,22,176,10,3,2,142293.06,14229.31,56774.93
133,47,176,10,4,2,67319.07,9424.67,26294.83
134,111,49,,1,1,73151.51,7315.15,13825.64
135,56,49,,2,2,11436.05,2744.65,4226.76
136,22,61,10,1,1,142293.06,9960.51,27789.83
137,35,61,10,2,2,13288.96,3189.35,4911.6
138,102,61,10,3,3,142400.58,8544.03,87918.12
139,99,61,10,4,3,41609.37,8737.97,24378.93
140,33,136,,1,2,139345.12,13934.51,55598.7
141,126,213,9,1,1,95372.61,9537.26,18025.42
142,113,213,9,2,1,41597.83,831.96,8560.83
143,39,213,9,3,1,50845.69,1016.91,10464.04
144,20,150,,1,1,21220.82,1485.46,4144.43
145,25,150,,2,2,15294.0,0.0,6423.48
146,73,150,,3,3,5854.93,2107.77,3245.97
147,32,150,,4,2,130374.31,13037.43,52019.35
148,19,221,,1,3,115564.07,34669.22,65524.83
149,24,115,10,1,2,40946.31,4094.63,16337.58
150,48,115,10,2,2,118116.86,28348.05,43655.99
151,110,115,10,3,1,73222.62,0.0,15376.75
152,132,115,10,4,2,38667.32,5413.42,15103.46
153,66,106,2,1,3,30503.57,0.0,19217.25
154,129,106,2,2,1,29122.89,0.0,6115.81
155,119,106,2,3,1,138670.88,2773.42,28538.47
156,78,223,12,1,1,126062.08,2521.24,25943.58
157,35,223,12,2,1,13288.96,265.78,2734.87
158,29,223,12,3,1,121085.91,14530.31,22376.68
159,49,223,12,4,1,146549.87,2931.0,30159.96
160,6,23,,1,1,16426.03,328.52,3380.48
161,40,23,,2,3,82956.99,29864.52,45991.36
162,114,23,,3,2,12859.59,1800.34,5022.96
163,6,23,,4,2,16426.03,3285.21,6209.04
164,69,16,2,1,3,116042.98,24369.03,67989.58
165,73,189,8,1,3,5854.93,2107.77,3245.97
166,23,189,8,2,3,108377.6,22759.3,63498.44
167,132,201,8,1,3,38667.32,13920.24,21437.16
168,27,201,8,2,3,122087.06,0.0,76914.85
169,122,218,4,1,2,140263.58,14026.36,55965.17
170,130,218,4,2,1,56977.18,0.0,11965.21
171,112,242,,1,1,101074.61,7075.22,19739.87
172,10,242,,2,3,148480.89,53453.12,82317.81
173,72,180,9,1,3,14028.53,4208.56,7954.18
174,16,8,,1,2,91403.82,9140.38,36470.12
175,90,147,3,1,2,79910.95,7991.1,31884.47
176,147,147,3,2,3,99963.68,5997.82,61717.58
177,42,150,12,1,1,141144.85,14114.49,26676.38
178,33,150,12,2,2,139345.12,33442.83,51501.96
179,118,150,12,3,1,126034.97,15124.2,23291.26
180,132,150,12,4,3,38667.32,0.0,24360.41
181,1,240,8,1,1,112524.82,11252.48,21267.19
182,90,240,8,2,1,79910.95,0.0,16781.3
183,107,240,8,3,2,68677.25,13735.45,25960.0
184,80,240,8,4,3,126688.18,26604.52,74226.6
185,144,222,,1,3,98909.6,0.0,62313.05
186,144,222,,2,1,98909.6,1978.19,20355.6
187,139,222,,3,3,113384.73,0.0,71432.38
188,37,24,1,1,1,94810.32,4740.52,18914.66
189,23,24,1,2,1,108377.6,5418.88,21621.33
190,105,24,1,3,3,119235.06,7154.1,73615.73
191,31,26,8,1,1,145504.46,2910.09,29944.82
192,62,26,8,2,3,46149.03,13844.71,26166.5
193,61,26,8,3,2,69058.97,13811.79,26104.29
194,130,26,8,4,2,56977.18,0.0,23930.42
195,64,163,4,1,3,71035.34,25572.72,39381.99
196,55,239,12,1,3,110639.03,33191.71,62732.33
197,73,239,12,2,1,5854.93,117.1,1204.94
198,137,239,12,3,3,97309.59,0.0,61305.04
199,63,243,8,1,3,37572.9,5635.94,22487.38
200,88,243,8,2,1,113819.06,7967.33,22228.86
201,85,243,8,3,1,78364.31,9403.72,14481.72
202,119,92,12,1,2,138670.88,5546.84,57076.93
203,72,207,5,1,2,14028.53,3366.85,5184.94
204,67,50,6,1,3,71186.96,4271.22,43950.83
205,134,50,6,2,3,71241.19,10686.18,42637.85
206,111,1,10,1,2,73151.51,7315.15,29187.45
207,32,1,10,2,3,130374.31,39112.29,73922.23
208,120,1,10,3,2,140466.02,14046.6,56045.94
209,65,25,3,1,1,62949.67,0.0,13219.43
210,122,25,3,2,1,140263.58,7013.18,27982.58
211,14,25,3,3,2,36801.51,7360.3,13910.97
212,60,14,8,1,3,84450.9,30402.32,46819.58
213,3,14,8,2,2,36963.89,5174.94,14438.1
214,119,14,8,3,2,138670.88,27734.18,52417.59
215,26,14,8,4,2,102001.78,24480.43,37699.86
216,121,132,9,1,2,130462.79,26092.56,49314.93
217,88,132,9,2,2,113819.06,11381.91,45413.8
218,18,109,,1,2,131225.19,5249.01,54012.29
219,122,109,,2,3,140263.58,50494.89,77762.13
220,127,77,10,1,1,131495.54,0.0,27614.06
221,48,197,7,1,1,118116.86,5905.84,23564.31
222,3,197,7,2,1,36963.89,1848.19,7374.3
223,8,197,7,3,3,97174.24,0.0,61219.77
224,37,197,7,4,2,94810.32,13273.44,37032.91
225,17,79,,1,1,21175.07,423.5,4357.83
226,34,79,,2,1,32535.19,650.7,6695.74
227,137,79,,3,2,97309.59,23354.3,35965.62
228,96,79,,4,2,47955.74,9591.15,18127.27
229,72,219,9,1,1,14028.53,1402.85,2651.39
230,56,54,6,1,2,11436.05,1601.05,4466.92
231,97,54,6,2,3,11599.78,695.99,7161.7
232,96,54,6,3,2,47955.74,9591.15,18127.27
233,22,54,6,4,1,142293.06,0.0,29881.54
234,19,165,,1,2,115564.07,0.0,48536.91
235,122,168,5,1,1,140263.58,14026.36,26509.82
236,142,168,5,2,2,119648.89,28715.73,44222.23
237,40,77,,1,2,82956.99,16591.4,31357.74
238,147,77,,2,2,99963.68,13994.92,39045.81
239,44,75,1,1,2,41412.58,5797.76,16175.75
240,119,207,,1,3,138670.88,0.0,87362.65
241,24,207,,2,2,40946.31,9827.11,15133.76
242,117,207,,3,2,71909.94,17258.39,26577.91
243,77,207,,4,2,35690.74,7138.15,13491.1
244,105,196,2,1,2,119235.06,4769.4,49077.15
245,65,196,2,2,1,62949.67,6294.97,11897.49
246,12,196,2,3,2,100038.61,0.0,42016.22
247,119,10,,1,2,138670.88,19413.92,54164.85
248,18,10,,2,1,131225.19,13122.52,24801.56
249,63,10,,3,3,37572.9,7890.31,22013.96
250,20,26,6,1,3,21220.82,0.0,13369.12
251,70,26,6,2,1,39001.57,2730.11,7617.01
252,2,170,1,1,1,9608.49,672.59,1876.54
253,25,4,8,1,3,15294.0,917.64,9442.52
254,43,4,8,2,1,45854.66,3209.83,8955.42
255,100,27,,1,3,27000.42,9720.15,14969.03
256,35,27,,2,2,13288.96,531.56,5469.74
257,82,27,,3,3,144884.51,30425.75,84887.83
258,6,164,,1,3,16426.03,0.0,10348.4
259,80,164,,2,1,126688.18,15202.58,23411.98
260,63,209,7,1,1,37572.9,3757.29,7101.28
261,14,209,7,2,3,36801.51,2208.09,22721.25
262,57,209,7,3,3,67538.12,14183.01,39570.58
263,70,46,6,1,2,39001.57,0.0,16380.66
264,93,46,6,2,2,149511.56,20931.62,58399.22
265,77,210,11,1,3,35690.74,10707.22,20236.65
266,40,97,11,1,1,82956.99,0.0,17420.97
267,4,97,11,2,3,54336.32,19561.08,30124.06
268,105,96,12,1,1,119235.06,0.0,25039.36
269,64,179,,1,3,71035.34,21310.6,40277.04
270,42,179,,2,1,141144.85,0.0,29640.42
271,24,179,,3,3,40946.31,14740.67,22700.63
272,129,225,,1,3,29122.89,10484.24,16145.73
273,98,225,,2,3,131544.36,19731.65,78729.3
274,106,225,,3,3,136719.66,0.0,86133.39
275,1,239,11,1,1,112524.82,0.0,23630.21
276,107,239,11,2,3,68677.25,14422.22,40238.0
277,74,239,11,3,3,36816.14,7731.39,21570.58
278,44,239,11,4,1,41412.58,2070.63,8261.81
279,123,32,,1,2,11328.86,2718.93,4187.15
280,26,32,,2,1,102001.78,0.0,21420.37
281,122,134,,1,2,140263.58,28052.72,53019.63
282,110,134,,2,2,73222.62,7322.26,29215.83
283,88,134,,3,2,113819.06,4552.76,46847.93
284,93,134,,4,3,149511.56,31397.43,87598.82
285,136,223,,1,2,137039.46,32889.47,50649.78
286,37,169,3,1,3,94810.32,28443.1,53757.45
287,130,169,3,2,1,56977.18,1139.54,11725.9
288,24,122,3,1,3,40946.31,6141.95,24506.37
289,58,122,3,2,3,78532.76,23559.83,44528.07
290,17,122,3,3,3,21175.07,3176.26,12673.28
291,97,122,3,4,3,11599.78,4175.92,6430.92
292,28,109,7,1,2,72718.58,0.0,30541.8
293,138,109,7,2,2,119348.52,11934.85,47620.06
294,58,181,12,1,3,78532.76,28271.79,43538.56
295,14,181,12,2,1,36801.51,2576.11,7187.33
296,101,141,12,1,2,117475.56,0.0,49339.74
297,136,141,12,2,3,137039.46,20555.92,82018.12
298,73,141,12,3,3,5854.93,351.3,3614.83
299,124,78,11,1,2,144899.54,5795.98,59640.65
300,54,78,11,2,1,132170.57,15860.47,24425.12
301,51,78,11,3,3,131464.18,47327.1,72883.74
302,3,78,11,4,2,36963.89,8871.33,13661.85
303,119,153,5,1,3,138670.88,29120.88,81247.27
304,104,33,,1,3,9732.78,0.0,6131.65
305,101,33,,2,3,117475.56,35242.67,66608.64
306,2,32,4,1,3,9608.49,2017.78,5629.61
307,81,32,4,2,1,72429.93,0.0,15210.29
308,94,66,2,1,3,22495.1,1349.71,13888.47
309,109,66,2,2,3,38194.04,0.0,24062.25
310,64,66,2,3,2,71035.34,0.0,29834.84
311,138,114,4,1,3,119348.52,7160.91,73685.78
312,26,114,4,2,3,102001.78,0.0,64261.12
313,61,114,4,3,1,69058.97,1381.18,14212.34
314,96,188,8,1,3,47955.74,17264.07,26586.66
315,131,188,8,2,3,30385.06,1823.1,18759.74
316,141,247,,1,2,72908.05,0.0,30621.38
317,32,3,2,1,1,130374.31,13037.43,24640.74
318,44,222,8,1,2,41412.58,5797.76,16175.75
319,79,91,12,1,3,99270.89,0.0,62540.66
320,79,91,12,2,2,99270.89,9927.09,39609.09
321,63,104,2,1,3,37572.9,13526.24,20830.42
322,136,104,2,2,3,137039.46,41111.84,77701.37
323,11,104,2,3,3,124161.38,26073.89,72746.15
324,79,55,2,1,3,99270.89,29781.27,56286.59
325,10,55,2,2,2,148480.89,29696.18,56125.78
326,113,94,11,1,3,41597.83,8735.54,24372.17
327,40,237,,1,2,82956.99,16591.4,31357.74
328,4,237,,2,3,54336.32,3260.18,33547.24
329,40,123,8,1,3,82956.99,24887.1,47036.61
330,48,123,8,2,1,118116.86,5905.84,23564.31
331,49,181,2,1,3,146549.87,52757.95,81247.25
332,39,181,2,2,1,50845.69,0.0,10677.59
333,1,108,6,1,1,112524.82,13502.98,20794.59
334,29,48,9,1,1,121085.91,14530.31,22376.68
335,4,48,9,2,3,54336.32,16300.9,30808.69
336,34,48,9,3,2,32535.19,3253.52,12981.54
337,12,78,,1,1,100038.61,2000.77,20587.95
338,108,78,,2,3,16664.07,5999.07,9238.56
339,135,115,3,1,3,88347.73,0.0,55659.07
340,43,115,3,2,3,45854.66,6878.2,27444.01
341,34,115,3,3,2,32535.19,0.0,13664.78
342,145,115,3,4,1,11575.29,1389.03,2139.11
343,44,67,,1,1,41412.58,0.0,8696.64
344,98,248,8,1,3,131544.36,19731.65,78729.3
345,38,162,10,1,2,102110.27,0.0,42886.31
346,127,162,10,2,1,131495.54,9204.69,25681.08
347,48,162,10,3,1,118116.86,2362.34,24308.45
348,18,227,6,1,1,131225.19,0.0,27557.29
349,110,227,6,2,1,73222.62,5125.58,14300.38
350,85,36,11,1,2,78364.31,3134.57,32254.75
351,63,36,11,2,1,37572.9,3757.29,7101.28
352,69,36,11,3,3,116042.98,34812.89,65796.37
353,46,158,9,1,2,86331.5,17266.3,32633.31
354,86,158,9,2,3,107559.75,6453.59,66407.39
355,95,160,9,1,2,112097.67,26903.44,41431.3
356,20,160,9,2,1,21220.82,424.42,4367.24
357,38,160,9,3,2,102110.27,4084.41,42028.59
358,100,160,9,4,2,27000.42,6480.1,9979.36
359,82,24,9,1,2,144884.51,20283.83,56591.89
360,124,24,9,2,3,144899.54,30428.9,84896.64
361,86,24,9,3,1,107559.75,12907.17,19877.04
362,149,137,12,1,3,62730.25,13173.35,36753.65
363,97,54,4,1,3,11599.78,0.0,7307.86
364,109,54,4,2,2,38194.04,0.0,16041.5
365,63,223,4,1,1,37572.9,0.0,7890.31
366,74,36,,1,1,36816.14,736.32,7576.76
367,120,103,2,1,2,140466.02,14046.6,56045.94
368,8,50,9,1,1,97174.24,4858.71,19386.26
369,42,50,9,2,3,141144.85,0.0,88921.26
370,17,50,9,3,1,21175.07,2117.51,4002.09
371,12,69,,1,1,100038.61,5001.93,19957.7
372,24,69,,2,2,40946.31,0.0,17197.45
373,92,69,,3,2,105309.14,14743.28,41133.75
374,129,69,,4,1,29122.89,1456.14,5810.02
375,7,25,9,1,3,11644.54,2445.35,6822.54
376,123,25,9,2,3,11328.86,0.0,7137.18
377,146,62,4,1,3,70778.34,14863.45,41469.03
378,25,62,4,2,1,15294.0,305.88,3147.51
379,72,117,,1,3,14028.53,2104.28,8396.08
380,74,241,3,1,2,36816.14,5154.26,14380.38
381,34,241,3,2,2,32535.19,3253.52,12981.54
382,132,241,3,3,3,38667.32,5800.1,23142.39
383,144,225,2,1,1,98909.6,1978.19,20355.6
384,27,225,2,2,2,122087.06,17092.19,47687.21
385,121,55,11,1,1,130462.79,15655.53,24109.52
386,55,55,11,2,2,110639.03,22127.81,41821.55
387,65,55,,1,3,62949.67,3776.98,38865.13
388,22,55,,2,1,142293.06,0.0,29881.54
389,71,55,,3,2,105622.72,0.0,44361.54
390,88,229,7,1,2,113819.06,4552.76,46847.93
391,51,229,7,2,2,131464.18,18404.99,51349.91
392,124,229,7,3,2,144899.54,28979.91,54772.03
393,42,229,7,4,3,141144.85,29640.42,82696.77
394,83,51,,1,3,141513.24,50944.77,78454.94
395,82,51,,2,1,144884.51,2897.69,29817.23
396,95,90,4,1,2,112097.67,0.0,47081.02
397,134,167,11,1,2,71241.19,0.0,29921.3
398,46,167,11,2,2,86331.5,12086.41,33721.08
399,96,167,11,3,1,47955.74,4795.57,9063.63
400,42,167,11,4,3,141144.85,29640.42,82696.77
401,32,58,11,1,2,130374.31,18252.4,50924.21
402,106,58,11,2,3,136719.66,49219.08,75797.38
403,102,58,11,3,1,142400.58,7120.03,28408.92
404,58,58,11,4,3,78532.76,11779.91,47001.86
405,100,165,,1,3,27000.42,1620.03,16670.06
406,104,165,,2,2,9732.78,1946.56,3678.99
407,48,7,,1,1,118116.86,14174.02,21828.0
408,57,7,,2,2,67538.12,2701.52,27798.69
409,138,7,,3,1,119348.52,14321.82,22055.61
410,29,71,,1,2,121085.91,24217.18,45770.47
411,140,156,,1,1,42260.66,845.21,8697.24
412,134,156,,2,3,71241.19,10686.18,42637.85
413,32,156,,3,1,130374.31,13037.43,24640.74
414,8,156,,4,3,97174.24,0.0,61219.77
415,33,231,,1,2,139345.12,13934.51,55598.7
416,50,167,8,1,2,121324.1,4852.96,49937.0
417,51,167,8,2,3,131464.18,47327.1,72883.74
418,72,167,8,3,2,14028.53,0.0,5891.98
419,150,167,8,4,3,12333.88,1850.08,7381.83
420,110,212,8,1,1,73222.62,3661.13,14607.91
421,63,212,8,2,1,37572.9,751.46,7732.5
422,96,212,8,3,2,47955.74,1918.23,19738.58
423,27,17,11,1,3,122087.06,18313.06,73069.11
424,20,17,11,2,3,21220.82,7639.5,11764.82
425,32,13,11,1,2,130374.31,5214.97,53662.07
426,127,71,7,1,3,131495.54,0.0,82842.19
427,101,71,7,2,2,117475.56,28194.13,43418.97
428,117,71,7,3,2,71909.94,17258.39,26577.91
429,98,29,3,1,2,131544.36,31570.65,48618.8
430,44,29,3,2,1,41412.58,4141.26,7826.98
431,118,29,3,3,1,126034.97,2520.7,25938.0
432,4,178,3,1,3,54336.32,3260.18,33547.24
433,120,178,3,2,2,140466.02,5618.64,57815.81
434,130,220,8,1,1,56977.18,1139.54,11725.9
435,57,220,8,2,2,67538.12,9455.34,26380.39
436,129,31,3,1,2,29122.89,5824.58,11008.45
437,86,31,3,2,1,107559.75,7529.18,21006.42
438,70,31,3,3,2,39001.57,0.0,16380.66
439,13,31,3,4,3,113023.4,23734.91,66220.41
440,14,175,3,1,1,36801.51,3680.15,6955.49
441,81,190,9,1,3,72429.93,0.0,45630.86
442,43,190,9,2,1,45854.66,2292.73,9148.0
443,90,199,,1,3,79910.95,11986.64,47826.7
444,125,199,,2,2,109754.35,10975.44,43791.99
445,118,199,,3,1,126034.97,6301.75,25143.98
446,78,199,,4,3,126062.08,18909.31,75448.15
447,92,70,1,1,2,105309.14,0.0,44229.84
448,63,70,1,2,3,37572.9,13526.24,20830.42
449,135,50,10,1,1,88347.73,4417.39,17625.37
450,90,50,10,2,2,79910.95,11187.53,31213.22
451,107,50,10,3,2,68677.25,6867.73,27402.22
452,49,50,10,4,1,146549.87,14654.99,27697.93
453,126,117,1,1,2,95372.61,0.0,40056.5
454,51,202,,1,2,131464.18,26292.84,49693.46
455,21,202,,2,2,17419.75,696.79,7169.97
456,45,103,1,1,3,5514.12,1157.97,3230.72
457,83,103,1,2,3,141513.24,8490.79,87370.27
458,52,103,1,3,2,37323.91,1492.96,15362.52
459,63,246,10,1,3,37572.9,11271.87,21303.83
460,96,246,10,2,1,47955.74,4795.57,9063.63
461,140,246,10,3,3,42260.66,6339.1,25293.01
462,86,118,3,1,3,107559.75,0.0,67762.64
463,35,32,,1,1,13288.96,1594.68,2455.8
464,40,32,,2,2,82956.99,19909.68,30660.9
465,80,32,,3,3,126688.18,0.0,79813.55
466,125,32,,4,3,109754.35,39511.57,60847.81
467,131,38,,1,3,30385.06,10938.62,16845.48
468,140,38,,2,1,42260.66,2958.25,8253.51
469,109,71,10,1,1,38194.04,0.0,8020.75
470,73,71,10,2,2,5854.93,0.0,2459.07
471,145,71,10,3,2,11575.29,0.0,4861.62
472,149,71,10,4,2,62730.25,0.0,26346.7
473,132,220,,1,1,38667.32,773.35,7957.73
474,39,220,,2,2,50845.69,12202.97,18792.57
475,145,220,,3,2,11575.29,1620.54,4521.31
476,36,220,,4,2,14935.59,3584.54,5520.19
477,34,247,,1,3,32535.19,4880.28,19472.31
478,149,247,,2,2,62730.25,12546.05,23712.03
479,104,247,,3,1,9732.78,0.0,2043.88
480,8,30,,1,1,97174.24,4858.71,19386.26
481,28,30,,2,3,72718.58,15270.9,42605.82
482,97,30,,3,1,11599.78,1391.97,2143.64
483,92,128,6,1,3,105309.14,31592.74,59710.28
484,36,128,6,2,1,14935.59,1045.49,2916.92
485,110,128,6,3,3,73222.62,15376.75,42901.13
486,68,80,,1,3,125432.53,0.0,79022.49
487,9,80,,2,2,93324.0,13065.36,36452.35
488,67,80,,3,1,71186.96,3559.35,14201.8
489,16,80,,4,1,91403.82,1828.08,18810.91
490,111,27,3,1,2,73151.51,7315.15,29187.45
491,59,27,3,2,1,65964.72,0.0,13852.59
492,7,27,3,3,1,11644.54,1164.45,2200.82
493,20,106,3,1,1,21220.82,424.42,4367.24
494,20,75,4,1,1,21220.82,1061.04,4233.55
495,37,60,7,1,1,94810.32,1896.21,19511.96
496,113,60,7,2,3,41597.83,8735.54,24372.17
497,30,60,7,3,1,31605.77,2212.4,6172.61
498,88,237,,1,3,113819.06,34145.72,64535.41
499,93,198,7,1,2,149511.56,35882.77,55259.47
500,65,198,7,2,3,62949.67,18884.9,35692.46
501,4,198,7,3,1,54336.32,2716.82,10840.1
502,105,120,,1,1,119235.06,11923.51,22535.43
503,21,120,,2,2,17419.75,3483.95,6584.67
504,45,197,7,1,1,5514.12,551.41,1042.17
505,13,197,7,2,1,113023.4,0.0,23734.91
506,61,67,7,1,2,69058.97,0.0,29004.77
507,7,96,11,1,2,11644.54,2328.91,4401.64
508,93,96,11,2,2,149511.56,20931.62,58399.22
509,28,42,9,1,3,72718.58,4363.11,44896.45
510,39,183,8,1,2,50845.69,12202.97,18792.57
511,21,249,2,1,2,17419.75,3483.95,6584.67
512,130,249,2,2,1,56977.18,2848.86,11366.95
513,124,249,2,3,3,144899.54,8693.97,89460.98
514,33,31,12,1,1,139345.12,9754.16,27214.1
515,31,91,6,1,2,145504.46,14550.45,58056.28
516,28,91,6,2,3,72718.58,0.0,45812.71
517,19,91,6,3,3,115564.07,17334.61,69165.1
518,145,242,1,1,3,11575.29,3472.59,6563.19
519,26,209,,1,2,102001.78,10200.18,40698.71
520,43,209,,2,1,45854.66,2292.73,9148.0
521,71,209,,3,2,105622.72,14787.18,41256.23
522,76,73,,1,1,17172.38,2060.69,3173.46
523,31,73,,2,2,145504.46,20370.62,56834.04
524,127,73,,3,2,131495.54,0.0,55228.13
525,36,73,,4,2,14935.59,3584.54,5520.19
