id,customer_id,campaign_id,order_status,order_date_id,order_time,customer_billing_address_id,customer_shipping_address_id,currency,shipping_amount,order_subtotal,order_discount,order_tax,order_total,created_at_date,created_at_time
34,96,,delivered,172,21:10:38,149,148,ARS,0.0,204220.54,14295.44,39884.27,229809.37,172,21:10:38
35,177,,pending,226,12:48:08,,271,ARS,0.0,66046.18,6253.32,12556.5,72349.36,226,12:48:08
36,40,4,delivered,223,22:20:03,,61,ARS,0.0,137354.5,0.0,28844.44,166198.95,223,22:20:03
37,109,1,pending,213,15:42:04,170,169,ARS,0.0,131464.18,0.0,27607.48,159071.66,213,15:42:04
38,233,9,created,190,00:22:26,,367,ARS,0.0,391122.93,7822.46,80493.1,463793.57,190,00:22:26
39,24,4,delivered,187,21:06:29,37,36,ARS,0.0,368328.2,36832.82,69614.03,401109.41,187,21:06:29
40,195,8,pending,166,18:55:21,,301,ARS,0.0,373439.5,44812.74,69011.62,397638.38,166,18:55:21
41,80,10,paid,204,10:34:48,,123,ARS,0.0,829566.53,38738.61,166073.86,956901.79,204,10:34:48
42,153,11,pending,206,18:10:19,234,233,ARS,0.0,268062.23,15584.51,53020.32,305498.04,206,18:10:19
43,161,6,created,158,02:29:02,246,245,ARS,0.0,289873.87,18646.81,56957.68,328184.74,158,02:29:02
44,140,1,canceled,156,15:40:14,217,216,ARS,0.0,83218.74,4160.94,16602.14,95659.94,156,15:40:14
45,143,8,delivered,173,17:53:39,,220,ARS,0.0,651860.45,53947.47,125561.73,723474.71,173,17:53:39
46,89,9,shipped,159,08:53:31,137,136,ARS,0.0,634056.09,10358.85,130976.42,754673.67,159,08:53:31
47,43,8,paid,207,07:20:44,,65,ARS,0.0,479965.24,37040.1,93014.28,535939.42,207,07:20:44
48,146,11,shipped,196,02:47:28,,224,ARS,0.0,478078.32,19379.92,96326.66,555025.06,196,02:47:28
49,62,4,delivered,190,15:51:07,97,96,ARS,0.0,458676.02,34337.8,89111.03,513449.25,190,15:51:07
50,201,1,pending,162,11:25:44,313,312,ARS,0.0,139178.35,11944.62,26719.08,153952.81,162,11:25:44
51,213,7,shipped,163,08:40:05,,331,ARS,0.0,144859.86,14485.99,27378.51,157752.39,163,08:40:05
52,184,8,delivered,154,23:29:53,,283,ARS,0.0,110404.53,13248.54,20402.76,117558.74,154,23:29:53
53,226,,delivered,187,02:54:58,355,354,ARS,0.0,1029630.28,62224.95,203155.12,1170560.45,187,02:54:58
54,176,10,delivered,192,16:26:17,,270,ARS,0.0,686708.08,29003.65,138117.93,795822.36,192,16:26:17
55,49,,paid,215,13:54:39,74,73,ARS,0.0,96023.61,10059.8,18052.4,104016.21,215,13:54:39
56,61,10,delivered,199,21:13:22,95,94,ARS,0.0,720900.83,30431.87,144998.48,835467.45,199,21:13:22
57,136,,pending,166,11:24:20,210,209,ARS,0.0,278690.24,13934.51,55598.7,320354.43,166,11:24:20
58,213,9,shipped,207,06:00:24,,331,ARS,0.0,187816.13,11386.13,37050.3,213480.3,207,06:00:24
59,150,,shipped,225,06:34:27,,230,ARS,0.0,330122.23,16630.66,65833.23,379324.8,225,06:34:27
60,221,,delivered,188,11:45:58,347,346,ARS,0.0,346692.21,34669.22,65524.83,377547.82,188,11:45:58
61,115,10,shipped,224,21:51:27,,176,ARS,0.0,468683.6,37856.1,90473.77,521301.27,224,21:51:27
62,106,2,shipped,224,09:13:31,166,165,ARS,0.0,259304.48,2773.42,53871.52,310402.59,224,09:13:31
63,223,12,paid,230,13:08:01,,350,ARS,0.0,406986.82,20248.33,81215.08,467953.58,230,13:08:01
64,23,,delivered,170,17:15:26,35,34,ARS,0.0,323868.24,35278.59,60603.83,349193.48,170,17:15:26
65,16,2,shipped,192,20:08:36,,23,ARS,0.0,348128.94,24369.03,67989.58,391749.5,192,20:08:36
66,189,8,delivered,172,22:38:26,292,291,ARS,0.0,342697.59,24867.07,66744.41,384574.93,172,22:38:26
67,201,8,delivered,223,09:44:20,313,312,ARS,0.0,482263.14,13920.24,98352.01,566694.91,223,09:44:20
68,218,4,shipped,205,00:14:23,341,340,ARS,0.0,337504.34,14026.36,67930.38,391408.36,205,00:14:23
69,242,,pending,192,14:37:25,381,380,ARS,0.0,546517.28,60528.34,102057.68,588046.61,192,14:37:25
70,180,9,delivered,192,12:31:49,277,276,ARS,5522.7,42085.59,4208.56,7954.18,51353.91,192,12:31:49
71,8,,paid,190,15:23:30,13,12,ARS,0.0,182807.64,9140.38,36470.12,210137.38,190,15:23:30
72,147,3,shipped,182,21:10:30,226,225,ARS,0.0,459712.94,13988.92,93602.05,539326.07,182,21:10:30
73,150,12,shipped,208,17:49:25,,230,ARS,0.0,661872.02,62681.51,125830.01,725020.52,208,17:49:25
74,240,8,delivered,179,06:39:56,,377,ARS,0.0,709854.81,51592.45,138235.1,796497.46,179,06:39:56
75,222,,delivered,225,22:56:29,349,348,ARS,0.0,735792.59,1978.19,154101.02,887915.42,225,22:56:29
76,24,1,canceled,221,06:07:20,37,36,ARS,0.0,560893.1,17313.5,114151.72,657731.32,221,06:07:20
77,26,8,pending,193,09:23:27,,40,ARS,0.0,536023.85,30566.59,106146.02,611603.28,193,09:23:27
78,163,4,delivered,154,09:47:59,249,248,ARS,0.0,213106.02,25572.72,39381.99,226915.29,154,09:47:59
79,239,12,paid,184,13:50:27,,376,ARS,0.0,629700.79,33308.81,125242.32,721634.3,184,13:50:27
80,243,8,shipped,242,16:28:58,383,382,ARS,0.0,304902.07,23006.99,59197.97,341093.05,242,16:28:58
81,92,12,paid,241,00:18:25,,142,ARS,0.0,277341.76,5546.84,57076.93,328871.86,241,00:18:25
82,207,5,paid,215,13:12:59,323,322,ARS,4241.81,28057.06,3366.85,5184.94,34116.97,215,13:12:59
83,50,6,pending,168,02:22:06,76,75,ARS,0.0,427284.45,14957.4,86588.68,498915.74,168,02:22:06
84,1,10,shipped,235,01:53:17,2,1,ARS,0.0,818357.99,60474.05,159155.63,917039.57,235,01:53:17
85,25,3,shipped,155,21:34:24,39,38,ARS,0.0,276816.27,14373.48,55112.99,317555.77,155,21:34:24
86,14,8,delivered,203,03:29:20,,21,ARS,0.0,808625.8,87791.87,151375.12,872209.05,203,03:29:20
87,132,9,paid,221,05:18:07,202,201,ARS,0.0,488563.7,37474.46,94728.74,545817.98,221,05:18:07
88,109,,paid,177,23:19:18,170,169,ARS,0.0,683241.12,55743.9,131774.42,759271.64,177,23:19:18
89,77,10,paid,165,16:32:26,119,118,ARS,0.0,131495.54,0.0,27614.06,159109.6,165,16:32:26
90,197,7,delivered,200,07:28:31,305,304,ARS,0.0,636224.11,21027.48,129191.29,744387.92,200,07:28:31
91,79,,paid,199,06:14:20,122,121,ARS,0.0,344240.92,34019.65,65146.47,375367.73,199,06:14:20
92,219,9,delivered,193,08:59:57,343,342,ARS,5810.31,14028.53,1402.85,2651.39,21087.38,193,08:59:57
93,54,6,delivered,209,08:32:01,,82,ARS,0.0,295875.98,11888.18,59637.44,343625.24,209,08:32:01
94,165,,delivered,181,03:34:58,253,252,ARS,0.0,231128.14,0.0,48536.91,279665.05,181,03:34:58
95,168,5,delivered,181,08:15:43,,256,ARS,0.0,379561.36,42742.09,70732.05,407551.31,181,08:15:43
96,77,,shipped,224,01:10:21,119,118,ARS,0.0,365841.34,30586.31,70403.56,405658.58,224,01:10:21
97,75,1,shipped,199,18:52:44,,116,ARS,0.0,82825.16,5797.76,16175.75,93203.15,199,18:52:44
98,207,,shipped,224,17:52:30,323,322,ARS,0.0,713106.62,34223.65,142565.42,821448.4,224,17:52:30
99,196,2,canceled,161,03:49:51,303,302,ARS,0.0,501497.01,11064.37,102990.85,593423.5,161,03:49:51
100,10,,paid,242,04:58:08,,15,ARS,0.0,521285.65,40426.75,100980.37,581839.27,242,04:58:08
101,26,6,paid,220,14:13:49,,40,ARS,0.0,102664.03,2730.11,20986.12,120920.04,220,14:13:49
102,170,1,paid,191,16:09:54,260,259,ARS,4602.69,9608.49,672.59,1876.54,15415.12,191,16:09:54
103,4,8,delivered,239,02:18:00,,6,ARS,0.0,91736.66,4127.47,18397.93,106007.12,239,02:18:00
104,27,,paid,164,21:50:25,42,41,ARS,0.0,542232.71,40677.46,105326.6,606881.86,164,21:50:25
105,164,,shipped,242,00:29:02,251,250,ARS,0.0,175966.27,15202.58,33760.37,194524.06,242,00:29:02
106,209,7,delivered,181,12:03:40,326,325,ARS,0.0,350591.79,20148.39,69393.11,399836.52,181,12:03:40
107,46,6,paid,225,16:19:15,69,68,ARS,0.0,377026.26,20931.62,74779.87,430874.52,225,16:19:15
108,210,11,created,200,15:33:39,328,327,ARS,0.0,107072.22,10707.22,20236.65,116601.65,200,15:33:39
109,97,11,pending,169,17:05:06,151,150,ARS,0.0,245965.95,19561.08,47545.02,273949.9,169,17:05:06
110,96,12,shipped,234,21:25:10,149,148,ARS,0.0,119235.06,0.0,25039.36,144274.42,234,21:25:10
111,179,,paid,210,05:21:55,275,274,ARS,0.0,477089.8,36051.27,92618.09,533656.62,210,05:21:55
112,225,,paid,206,09:12:24,353,352,ARS,0.0,892160.73,30215.89,181008.42,1042953.25,206,09:12:24
113,239,11,delivered,152,06:07:52,,376,ARS,0.0,470417.57,24224.24,93700.6,539893.93,152,06:07:52
114,32,,pending,155,21:19:21,50,49,ARS,0.0,124659.5,2718.93,25607.52,147548.09,155,21:19:21
115,134,,paid,218,09:40:43,206,205,ARS,0.0,1103145.2,71325.17,216682.21,1248502.24,218,09:40:43
116,223,,delivered,169,00:56:05,,350,ARS,0.0,274078.92,32889.47,50649.78,291839.23,169,00:56:05
117,169,3,delivered,189,22:06:23,258,257,ARS,0.0,341408.14,29582.64,65483.36,377308.86,189,22:06:23
118,122,3,delivered,220,23:04:00,,186,ARS,0.0,456761.76,37053.96,88138.64,507846.44,220,23:04:00
119,109,7,delivered,238,04:35:55,170,169,ARS,0.0,384134.2,11934.85,78161.86,450361.21,238,04:35:55
120,181,12,pending,194,05:33:34,,278,ARS,0.0,272399.79,30847.9,50725.9,292277.79,194,05:33:34
121,141,12,paid,238,17:14:12,,218,ARS,0.0,663634.29,20907.21,134972.69,777699.76,238,17:14:12
122,78,11,delivered,225,05:00:30,,120,ARS,0.0,890289.97,77854.89,170611.37,983046.45,225,05:00:30
123,153,5,delivered,200,23:58:33,234,233,ARS,0.0,416012.64,29120.88,81247.27,468139.02,200,23:58:33
124,33,,paid,243,19:34:12,52,51,ARS,0.0,381625.02,35242.67,72740.29,419122.65,243,19:34:12
125,32,4,canceled,167,06:34:40,50,49,ARS,0.0,101255.4,2017.78,20839.9,120077.52,167,06:34:40
126,66,2,pending,167,18:25:41,104,103,ARS,0.0,324138.1,1349.71,67785.56,390573.96,167,18:25:41
127,114,4,shipped,240,11:23:37,,175,ARS,0.0,733109.87,8542.09,152159.23,876727.01,240,11:23:37
128,188,8,canceled,241,23:30:16,290,289,ARS,0.0,235022.4,19087.17,45346.4,261281.63,241,23:30:16
129,247,,pending,167,19:21:00,389,388,ARS,0.0,145816.1,0.0,30621.38,176437.48,167,19:21:00
130,3,2,paid,180,13:47:08,5,4,ARS,0.0,130374.31,13037.43,24640.74,141977.62,180,13:47:08
131,222,8,shipped,229,03:36:24,349,348,ARS,0.0,82825.16,5797.76,16175.75,93203.15,229,03:36:24
132,91,12,shipped,187,15:34:28,141,140,ARS,0.0,496354.45,9927.09,102149.75,588577.11,187,15:34:28
133,104,2,shipped,152,15:28:22,162,161,ARS,0.0,896321.22,80711.97,171277.94,986887.19,152,15:28:22
134,55,2,delivered,224,14:19:52,84,83,ARS,0.0,594774.45,59477.45,112412.37,647709.38,224,14:19:52
135,94,11,delivered,220,09:48:41,,145,ARS,0.0,124793.49,8735.54,24372.17,140430.11,220,09:48:41
136,237,,pending,165,00:46:12,374,373,ARS,0.0,328922.94,19851.58,64904.99,373976.35,165,00:46:12
137,123,8,paid,162,15:37:03,,187,ARS,0.0,366987.83,30792.94,70600.93,406795.82,162,15:37:03
138,181,2,delivered,216,22:14:58,,278,ARS,0.0,490495.3,52757.95,91924.84,529662.19,216,22:14:58
139,108,6,paid,158,06:37:02,,168,ARS,0.0,112524.82,13502.98,20794.59,119816.43,158,06:37:02
140,48,9,delivered,198,12:10:15,72,71,ARS,0.0,349165.25,34084.72,66166.91,381247.44,198,12:10:15
141,78,,canceled,177,19:25:34,,120,ARS,0.0,150030.82,7999.84,29826.51,171857.49,177,19:25:34
142,115,3,delivered,160,17:34:44,,176,ARS,0.0,479252.84,8267.23,98906.98,569892.58,160,17:34:44
143,67,,delivered,189,09:46:34,106,105,ARS,3201.39,41412.58,0.0,8696.64,53310.61,189,09:46:34
144,248,8,paid,154,19:33:56,,390,ARS,0.0,394633.08,19731.65,78729.3,453630.73,154,19:33:56
145,162,10,paid,181,15:47:52,,247,ARS,0.0,453832.94,11567.03,92875.84,535141.76,181,15:47:52
146,227,6,delivered,239,22:07:48,357,356,ARS,0.0,204447.81,5125.58,41857.67,241179.89,239,22:07:48
147,36,11,delivered,208,05:56:23,56,55,ARS,0.0,542430.46,41704.76,105152.4,605878.1,208,05:56:23
148,158,9,pending,162,01:34:41,,240,ARS,0.0,495342.25,23719.88,99040.7,570663.06,162,01:34:41
149,160,9,paid,165,09:52:12,244,243,ARS,0.0,503637.54,37892.37,97806.49,563551.66,165,09:52:12
150,24,9,canceled,175,14:01:05,37,36,ARS,0.0,832027.39,63619.9,161365.57,929773.06,175,14:01:05
151,137,12,shipped,181,14:00:13,212,211,ARS,0.0,188190.75,13173.35,36753.65,211771.05,181,14:00:13
152,54,4,pending,169,04:16:06,,82,ARS,0.0,111187.42,0.0,23349.36,134536.78,169,04:16:06
153,223,4,created,198,05:08:37,,350,ARS,3415.1,37572.9,0.0,7890.31,48878.31,198,05:08:37
154,36,,shipped,195,16:09:52,56,55,ARS,360.0,36816.14,736.32,7576.76,44016.58,195,16:09:52
155,103,2,paid,175,20:21:47,160,159,ARS,0.0,280932.04,14046.6,56045.94,322931.38,175,20:21:47
156,50,9,pending,161,13:12:20,76,75,ARS,0.0,541783.86,6976.22,112309.6,647117.25,161,13:12:20
157,69,,canceled,224,01:38:01,109,108,ARS,0.0,421672.4,21201.35,84098.92,484569.96,224,01:38:01
158,25,9,shipped,216,03:40:38,39,38,ARS,0.0,68920.2,2445.35,13959.72,80434.56,216,03:40:38
159,62,4,canceled,229,02:43:50,97,96,ARS,0.0,227629.02,15169.33,44616.53,257076.22,229,02:43:50
160,117,,paid,189,05:52:44,180,179,ARS,2120.21,42085.59,2104.28,8396.08,50497.6,189,05:52:44
161,241,3,canceled,214,01:26:29,379,378,ARS,0.0,254704.62,14207.88,50504.32,291001.06,214,01:26:29
162,225,2,shipped,234,02:04:38,353,352,ARS,0.0,343083.72,19070.38,68042.8,392056.14,234,02:04:38
163,55,11,pending,210,01:23:37,84,83,ARS,0.0,351740.85,37783.34,65931.08,379888.59,210,01:23:37
164,55,,paid,154,15:23:53,84,83,ARS,0.0,542387.51,3776.98,113108.21,651718.74,154,15:23:53
165,229,7,paid,158,03:21:56,361,360,ARS,0.0,1203800.11,81578.07,235666.63,1357888.66,158,03:21:56
166,51,,delivered,226,22:26:47,78,77,ARS,0.0,569424.23,53842.46,108272.17,623853.95,226,22:26:47
167,90,4,canceled,238,21:00:07,139,138,ARS,0.0,224195.34,0.0,47081.02,271276.36,238,21:00:07
168,167,11,shipped,197,12:49:25,,255,ARS,0.0,786535.67,46522.4,155402.79,895416.05,197,12:49:25
169,58,11,shipped,166,07:07:12,90,89,ARS,0.0,1048906.46,86371.42,202132.36,1164667.39,166,07:07:12
170,165,,delivered,225,15:37:23,253,252,ARS,0.0,100466.82,3566.58,20349.05,117249.29,225,15:37:23
171,7,,canceled,233,22:59:32,11,10,ARS,0.0,372541.62,31197.37,71682.29,413026.54,233,22:59:32
172,71,,delivered,232,00:50:33,,111,ARS,0.0,242171.82,24217.18,45770.47,263725.11,232,00:50:33
173,156,,pending,195,12:37:33,238,237,ARS,0.0,677881.26,24568.82,137195.61,790508.05,195,12:37:33
174,231,,created,169,08:00:04,365,364,ARS,0.0,278690.24,13934.51,55598.7,320354.43,169,08:00:04
175,167,8,shipped,215,15:52:35,,255,ARS,0.0,702099.44,54030.15,136094.55,784163.84,215,15:52:35
176,212,8,paid,166,06:33:00,,330,ARS,0.0,206707.0,6330.82,42079.0,242455.18,166,06:33:00
177,17,11,paid,179,19:11:49,25,24,ARS,0.0,429923.64,25952.55,84833.93,488805.01,179,19:11:49
178,13,11,shipped,187,15:20:12,20,19,ARS,0.0,260748.62,5214.97,53662.07,309195.71,187,15:20:12
179,71,7,delivered,203,02:54:15,,111,ARS,0.0,773257.62,45452.52,152839.07,880644.17,203,02:54:15
180,29,3,delivered,161,09:36:07,46,45,ARS,0.0,430536.27,38232.6,82383.77,474687.44,161,09:36:07
181,178,3,pending,215,02:11:39,273,272,ARS,0.0,443941.0,8878.82,91363.06,526425.24,215,02:11:39
182,220,8,delivered,191,16:31:49,345,344,ARS,0.0,192053.42,10594.88,38106.29,219564.83,191,16:31:49
183,31,3,paid,179,05:29:02,,48,ARS,0.0,582878.87,37088.67,114615.94,660406.14,179,05:29:02
184,175,3,shipped,166,07:59:40,269,268,ARS,1597.07,36801.51,3680.15,6955.49,41673.91,166,07:59:40
185,190,9,delivered,240,08:41:16,294,293,ARS,0.0,263144.45,2292.73,54778.86,315630.58,240,08:41:16
186,199,,pending,194,16:28:45,309,308,ARS,0.0,963462.76,48173.14,192210.82,1107500.44,194,16:28:45
187,70,1,pending,204,08:01:09,,110,ARS,0.0,323336.98,13526.24,65060.25,374870.99,204,08:01:09
188,50,10,shipped,187,22:49:27,76,75,ARS,0.0,532074.0,37127.63,103938.74,598885.11,187,22:49:27
189,117,1,paid,227,04:29:38,180,179,ARS,0.0,190745.22,0.0,40056.5,230801.72,227,04:29:38
190,202,,canceled,243,09:51:17,315,314,ARS,0.0,297767.86,26989.63,56863.43,327641.66,243,09:51:17
191,103,1,delivered,190,21:44:15,160,159,ARS,0.0,515729.9,11141.72,105963.52,610551.7,190,21:44:15
192,246,10,pending,169,22:23:56,,387,ARS,0.0,287456.42,22406.54,55660.47,320710.35,169,22:23:56
193,118,3,pending,186,23:39:41,,181,ARS,0.0,322679.25,0.0,67762.64,390441.89,186,23:39:41
194,32,,delivered,218,05:14:54,50,49,ARS,0.0,888530.53,61015.92,173778.07,1001292.68,218,05:14:54
195,38,,paid,236,08:45:46,59,58,ARS,0.0,133415.84,13896.87,25098.98,144617.96,236,08:45:46
196,71,10,paid,165,16:53:32,,111,ARS,0.0,198514.98,0.0,41688.15,240203.13,165,16:53:32
197,220,,paid,242,19:07:00,345,344,ARS,0.0,193380.46,18181.39,36791.8,211990.87,242,19:07:00
198,247,,shipped,175,20:58:22,389,388,ARS,0.0,232798.85,17426.33,45228.23,260600.75,175,20:58:22
199,30,,delivered,161,16:04:32,,47,ARS,0.0,326929.76,21521.59,64135.72,369543.89,161,16:04:32
200,128,6,delivered,225,17:14:53,,195,ARS,0.0,550530.87,48014.98,105528.34,608044.22,225,17:14:53
201,80,,shipped,221,04:02:12,,123,ARS,0.0,725536.37,18452.78,148487.55,855571.14,221,04:02:12
202,27,3,shipped,180,23:40:40,42,41,ARS,0.0,223912.28,8479.6,45240.86,260673.54,180,23:40:40
203,106,3,canceled,153,09:05:57,166,165,ARS,2631.34,21220.82,424.42,4367.24,27794.99,153,09:05:57
204,75,4,shipped,213,23:56:30,,116,ARS,5630.22,21220.82,1061.04,4233.55,30023.55,213,23:56:30
205,60,7,delivered,178,04:28:08,,93,ARS,0.0,251209.58,12844.15,50056.74,288422.16,178,04:28:08
206,237,,delivered,227,07:53:02,374,373,ARS,0.0,341457.18,34145.72,64535.41,371846.87,227,07:53:02
207,198,7,paid,202,01:24:20,307,306,ARS,0.0,542208.45,57484.49,101792.03,586515.99,202,01:24:20
208,120,,canceled,213,23:13:10,184,183,ARS,0.0,154074.56,15407.46,29120.09,167787.2,213,23:13:10
209,197,7,paid,215,04:37:55,305,304,ARS,0.0,118537.52,551.41,24777.08,142763.19,215,04:37:55
210,67,7,created,197,19:40:36,106,105,ARS,0.0,138117.94,0.0,29004.77,167122.71,197,19:40:36
211,96,11,pending,206,10:18:24,149,148,ARS,0.0,322312.2,23260.53,62800.85,361852.53,206,10:18:24
212,42,9,created,171,21:31:33,,64,ARS,0.0,218155.74,4363.11,44896.45,258689.08,171,21:31:33
213,183,8,delivered,200,21:12:53,282,281,ARS,0.0,101691.38,12202.97,18792.57,108280.98,200,21:12:53
214,249,2,delivered,208,14:55:29,392,391,ARS,0.0,526515.3,15026.78,107412.59,618901.11,208,14:55:29
215,31,12,paid,222,17:06:25,,48,ARS,0.0,139345.12,9754.16,27214.1,156805.06,222,17:06:25
216,91,6,shipped,223,08:47:25,141,140,ARS,0.0,855856.87,31885.06,173034.08,997005.89,223,08:47:25
217,242,1,paid,215,12:25:10,381,380,ARS,3478.97,34725.87,3472.59,6563.19,41295.44,215,12:25:10
218,209,,shipped,187,20:56:24,326,325,ARS,0.0,461103.66,27280.09,91102.95,524926.52,187,20:56:24
219,73,,delivered,218,04:35:38,,113,ARS,0.0,601043.56,26015.85,120755.82,695783.53,218,04:35:38
220,243,1,paid,227,13:41:50,383,382,ARS,0.0,364619.74,20438.81,72277.99,416458.92,227,13:41:50
221,192,5,created,160,17:51:55,,296,ARS,0.0,462629.09,32384.04,90351.46,520596.51,160,17:51:55
222,169,,delivered,181,10:38:08,258,257,ARS,0.0,861389.45,59438.64,168409.67,970360.48,181,10:38:08
223,198,7,paid,192,14:58:20,307,306,ARS,0.0,630644.09,11944.95,129926.82,748625.96,192,14:58:20
224,200,1,delivered,230,22:14:12,311,310,ARS,0.0,278428.02,25545.88,53105.25,305987.39,230,22:14:12
225,129,11,delivered,157,05:42:51,197,196,ARS,0.0,457846.04,37362.84,88301.47,508784.67,157,05:42:51
226,68,11,paid,206,03:23:17,,107,ARS,0.0,647504.26,52661.15,124917.05,719760.16,206,03:23:17
227,244,9,delivered,243,03:56:35,,384,ARS,0.0,820349.94,43295.36,163181.46,940236.04,243,03:56:35
228,69,5,delivered,214,19:51:51,109,108,ARS,0.0,952434.64,82998.22,182581.65,1052018.07,214,19:51:51
229,70,7,shipped,199,20:31:39,,110,ARS,0.0,357369.21,39091.89,66838.24,385115.55,199,20:31:39
230,25,,paid,159,22:45:16,39,38,ARS,0.0,233492.54,12260.12,46458.81,267691.23,159,22:45:16
231,169,,pending,171,03:44:57,258,257,ARS,4781.31,25603.82,932.93,5180.89,34633.08,171,03:44:57
232,155,,canceled,230,17:14:10,,236,ARS,878.95,52848.63,1971.86,10684.12,62439.85,230,17:14:10
233,36,11,shipped,212,11:54:32,56,55,ARS,0.0,351770.2,23167.77,69006.51,397608.94,212,11:54:32
234,222,8,delivered,237,12:35:49,349,348,ARS,0.0,1146939.69,60993.11,228048.78,1313995.36,237,12:35:49
235,192,,created,155,22:18:56,,296,ARS,0.0,102995.57,0.0,21629.07,124624.64,155,22:18:56
236,72,5,delivered,154,12:06:43,,112,ARS,0.0,211188.6,17244.4,40728.28,234672.49,154,12:06:43
237,236,,paid,163,06:45:34,372,371,ARS,0.0,176769.15,16839.6,33585.2,193514.75,163,06:45:34
238,14,,delivered,174,10:09:24,,21,ARS,0.0,101683.34,5547.18,20188.59,116324.76,174,10:09:24
239,180,8,pending,178,09:24:04,277,276,ARS,0.0,375749.35,11378.08,76517.97,440889.24,178,09:24:04
240,96,11,delivered,156,11:44:13,149,148,ARS,0.0,105309.14,2106.18,21672.62,124875.58,156,11:44:13
241,249,5,delivered,216,03:55:36,392,391,ARS,0.0,767560.89,35961.88,153635.79,885234.8,216,03:55:36
242,41,7,pending,222,14:20:48,63,62,ARS,0.0,807401.01,35717.44,162053.55,933737.12,222,14:20:48
